47.3
43.3
26.3
24.3
43.5
37.2
29.6
22.5
36.3
28.8
13
28.8
36.5
35.1
9.2
17.8
40.6
27.9
34.4
33.6
16
19
27.7
27.4
32.6
20.9
18.6
30.7
19.9
16.7
21.9
29.1
35.7
40.6
28.6
21.1
19.4
34.3
38.2
35.1
39.6
41.5
49.2
28.4
19.6
19.6
33.2
53.3
47.5
28.8
25.4
40.5
41.4
53.5
26.7
26.3
23.3
31.2
23.1
30.5
39
33.1
26
34.3
48.7
55.1
40.4
34.3
39.6
41.3
36.9
23.5
40.8
46.9
42.6
44
53.2
47.4
50.4
49.7
43.6
39.1
41
46.3
47.8
43
27.4
29.1
39.3
52.9
54.3
45.5
42.5
46.2
49.9
44.9
44.4
52.4
49.3
47.4
51.1
57.7
59.4
47.7
57
56.1
45.2
45.2
48.9
48.6
50.7
56.9
51.2
46.4
48.6
50.4
51.6
45.8
47.4
47.3
53.8
49.1
48.3
50.1
58.5
55.5
48.9
47.7
49.4
51.7
51.1
54.3
59.4
73.5
68.3
65.8
64.7
62
56.8
56.2
60.5
72.4
63.9
56
58.8
61.4
69.5
67.8
66.4
75.4
63.4
56.5
57.7
56.5
61
66.2
67.2
70.4
70.5
68.5
70
70.7
69.1
72.4
73.1
65.3
66.1
75.1
65.7
55.9
63.3
63.1
61.3
61.4
68.3
75.4
77.7
72
69.4
71.8
72.4
79.1
76.3
77.6
76.5
71.6
74.8
70.8
74.7
70.8
69.3
74.1
77.2
75.5
72.3
73.2
75.5
76.2
75.2
82.3
83.6
82.5
84.7
84.3
86.8
83.6
76.8
72.4
77.6
82.7
80.5
77.3
75.6
80.1
75.8
83.1
80.9
83.4
85.1
86.1
82.5
67.6
70.6
72.2
67.6
71.4
70
70.7
70.5
74
81
78.4
77.1
69.4
70
72.1
77.2
76
70.8
70.2
75.6
79.2
76
72.7
63.7
67
72.9
68.1
63.8
64.8
64.6
66.4
72.4
73.7
69.7
69.4
71.5
65.2
63.1
60.4
72
63.7
60.1
62
65.3
53.8
58.1
61.4
65.1
65.3
63
57.8
54
55.4
55
53.3
55.2
56.1
61.4
66.7
54.1
54.2
55.7
56.8
61.9
62.4
63.6
59.9
57.6
56.7
60.8
50.7
50.3
53.4
57
54.3
56.2
59.3
60.5
60.9
46.7
48
50.4
55.3
61
58.9
54.1
60.1
66.2
69.9
67.4
48.8
43
56.4
63.3
67.6
50.3
39.5
38.2
46.9
41
38.5
36.8
33.7
33.4
41.5
44.1
39.5
47.2
46.1
50
49
38.6
50.4
39.6
39.5
51.5
39.4
39.8
48
54.1
47.8
39
32.6
28.4
28.4
33.6
30.6
39.3
43.3
38.3
36.3
35.1
33.7
32.5
39.1
47
15.1
20.7
27.5
30.7
34.6
41.6
50
50.5
